Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
20,BRKM5,Sell,22.01.2024 10:03:00,17.6,100.0,22.01.2024 15:30:00,17.35,5h 27m,25.0,366.0,0.0,25.0,366.0,2500.0,36600.0,0.09,1.35,,IS
24,BRAP4,Sell,22.01.2024 10:03:00,22.64,100.0,22.01.2024 15:30:00,22.58,5h 27m,6.0,372.0,0.0,6.0,372.0,600.0,37200.0,0.02,1.37,,IS
22,BRKM5,Sell,23.01.2024 10:03:00,17.32,100.0,23.01.2024 14:49:40,17.82,4h 46m,-50.0,322.0,0.0,-50.0,322.0,-5000.0,32200.0,-0.18,1.19,sl 17.82,IS
2,TAEE11,Sell,23.01.2024 10:58:40,33.15,100.0,23.01.2024 15:30:00,33.08,4h 31m,7.0,329.0,0.0,7.0,329.0,700.0,32900.0,0.03,1.21,,IS
24,BRKM5,Sell,23.01.2024 14:49:40,17.82,100.0,23.01.2024 15:30:00,17.86,40m 20s,-4.0,325.0,0.0,-4.0,325.0,-400.0,32500.0,-0.01,1.2,,IS
26,BRAP4,Sell,23.01.2024 10:08:00,22.81,100.0,23.01.2024 15:30:00,23.17,5h 22m,-36.0,289.0,0.0,-36.0,289.0,-3600.0,28900.0,-0.13,1.07,,IS
18,UNIP6,Sell,23.01.2024 10:10:00,58.37,100.0,23.01.2024 15:30:01,58.08,5h 20m,29.0,318.0,0.0,29.0,318.0,2900.0,31800.0,0.11,1.17,,IS
4,TAEE11,Sell,24.01.2024 10:01:40,33.22,100.0,24.01.2024 13:50:40,32.92,3h 49m,30.0,348.0,0.0,30.0,348.0,3000.0,34800.0,0.11,1.28,tp 32.92,IS
4,VALE3,Sell,24.01.2024 10:07:00,62.35,100.0,24.01.2024 15:30:00,62.45,5h 23m,-10.0,338.0,0.0,-10.0,338.0,-1000.0,33800.0,-0.04,1.25,,IS
26,BRKM5,Sell,24.01.2024 10:03:00,17.85,100.0,24.01.2024 15:30:00,17.84,5h 27m,1.0,339.0,0.0,1.0,339.0,100.0,33900.0,0.0,1.25,,IS
20,UNIP6,Sell,24.01.2024 11:02:00,58.38,100.0,24.01.2024 15:30:30,58.65,4h 28m,-27.0,312.0,0.0,-27.0,312.0,-2700.0,31200.0,-0.1,1.15,,IS
6,VALE3,Sell,25.01.2024 10:03:00,62.08,100.0,25.01.2024 14:28:20,61.13,4h 25m,95.0,407.0,0.0,95.0,407.0,9500.0,40700.0,0.35,1.5,tp 61.13,IS
28,BRKM5,Sell,25.01.2024 10:03:01,17.8,100.0,25.01.2024 15:30:00,18.17,5h 26m,-37.0,370.0,0.0,-37.0,370.0,-3700.0,37000.0,-0.14,1.36,,IS
28,BRAP4,Sell,25.01.2024 10:10:40,23.3,100.0,25.01.2024 15:30:00,22.98,5h 19m,32.0,402.0,0.0,32.0,402.0,3200.0,40200.0,0.12,1.48,,IS
8,VALE3,Sell,26.01.2024 13:48:40,61.67,100.0,26.01.2024 15:30:00,61.47,1h 41m,20.0,422.0,0.0,20.0,422.0,2000.0,42200.0,0.07,1.55,,IS
30,BRKM5,Sell,26.01.2024 10:06:00,18.29,100.0,26.01.2024 15:30:00,18.67,5h 24m,-38.0,384.0,0.0,-38.0,384.0,-3800.0,38400.0,-0.14,1.42,,IS
30,BRAP4,Sell,26.01.2024 10:03:00,22.95,100.0,26.01.2024 15:30:00,23.19,5h 27m,-24.0,360.0,0.0,-24.0,360.0,-2400.0,36000.0,-0.09,1.33,,IS
32,BRKM5,Sell,29.01.2024 10:03:00,18.45,100.0,29.01.2024 15:30:00,18.7,5h 27m,-25.0,335.0,0.0,-25.0,335.0,-2500.0,33500.0,-0.09,1.24,,IS
32,BRAP4,Sell,29.01.2024 10:11:40,23.15,100.0,29.01.2024 15:30:00,22.98,5h 18m,17.0,352.0,0.0,17.0,352.0,1700.0,35200.0,0.06,1.3,,IS
22,UNIP6,Sell,29.01.2024 14:42:20,57.35,100.0,29.01.2024 15:32:01,57.24,49m 41s,11.0,363.0,0.0,11.0,363.0,1100.0,36300.0,0.04,1.34,,IS
10,VALE3,Sell,30.01.2024 10:03:00,61.55,100.0,30.01.2024 11:37:40,60.6,1h 34m,95.0,458.0,0.0,95.0,458.0,9500.0,45800.0,0.35,1.69,tp 60.60,IS
2,SUZB3,Sell,30.01.2024 14:04:40,50.47,100.0,30.01.2024 15:30:00,50.63,1h 25m,-16.0,442.0,0.0,-16.0,442.0,-1600.0,44200.0,-0.06,1.63,,IS
4,EMBR3,Sell,30.01.2024 12:00:00,22.33,100.0,30.01.2024 15:30:00,22.74,3h 30m,-41.0,401.0,0.0,-41.0,401.0,-4100.0,40100.0,-0.15,1.48,,IS
12,VALE3,Sell,30.01.2024 14:42:40,61.27,100.0,30.01.2024 15:30:00,61.19,47m 20s,8.0,409.0,0.0,8.0,409.0,800.0,40900.0,0.03,1.51,,IS
34,BRKM5,Sell,30.01.2024 10:03:00,18.76,100.0,30.01.2024 15:30:00,17.85,5h 27m,91.0,500.0,0.0,91.0,500.0,9100.0,50000.0,0.33,1.84,,IS
34,BRAP4,Sell,30.01.2024 10:03:00,23.01,100.0,30.01.2024 15:30:00,22.99,5h 27m,2.0,502.0,0.0,2.0,502.0,200.0,50200.0,0.01,1.85,,IS
36,BRKM5,Sell,31.01.2024 10:03:00,17.71,100.0,31.01.2024 11:30:40,18.21,1h 27m,-50.0,452.0,0.0,-50.0,452.0,-5000.0,45200.0,-0.18,1.67,sl 18.21,IS
36,BRAP4,Sell,31.01.2024 10:03:00,22.8,100.0,31.01.2024 15:30:00,22.88,5h 27m,-8.0,444.0,0.0,-8.0,444.0,-800.0,44400.0,-0.03,1.64,,IS
38,BRKM5,Sell,31.01.2024 11:30:40,18.23,100.0,31.01.2024 15:30:00,18.39,3h 59m,-16.0,428.0,0.0,-16.0,428.0,-1600.0,42800.0,-0.06,1.58,,IS
4,SUZB3,Sell,01.02.2024 10:02:20,50.33,100.0,01.02.2024 15:30:00,50.08,5h 27m,25.0,453.0,0.0,25.0,453.0,2500.0,45300.0,0.09,1.67,,IS
6,PETR4,Buy,01.02.2024 11:17:40,32.21,100.0,01.02.2024 15:30:00,32.16,4h 12m,-5.0,448.0,0.0,-5.0,448.0,-500.0,44800.0,-0.02,1.65,,IS
38,BRAP4,Sell,01.02.2024 10:01:00,22.79,100.0,01.02.2024 15:30:00,22.45,5h 29m,34.0,482.0,0.0,34.0,482.0,3400.0,48200.0,0.12,1.77,,IS
40,BRKM5,Sell,01.02.2024 10:02:00,17.81,100.0,01.02.2024 15:30:00,17.9,5h 28m,-9.0,473.0,0.0,-9.0,473.0,-900.0,47300.0,-0.03,1.74,,IS
6,SUZB3,Sell,02.02.2024 10:24:40,50.19,100.0,02.02.2024 10:55:40,49.49,31m 0s,70.0,543.0,0.0,70.0,543.0,7000.0,54300.0,0.25,2.0,tp 49.49,IS
8,SUZB3,Sell,02.02.2024 14:34:40,50.25,100.0,02.02.2024 15:30:00,50.09,55m 20s,16.0,559.0,0.0,16.0,559.0,1600.0,55900.0,0.06,2.05,,IS
8,PETR4,Buy,02.02.2024 10:03:00,32.38,100.0,02.02.2024 15:30:00,32.09,5h 27m,-29.0,530.0,0.0,-29.0,530.0,-2900.0,53000.0,-0.11,1.95,,IS
40,BRAP4,Sell,02.02.2024 10:02:00,22.34,100.0,02.02.2024 15:30:00,22.14,5h 28m,20.0,550.0,0.0,20.0,550.0,2000.0,55000.0,0.07,2.02,,IS
42,BRKM5,Sell,02.02.2024 10:03:00,17.85,100.0,02.02.2024 15:30:00,17.57,5h 27m,28.0,578.0,0.0,28.0,578.0,2800.0,57800.0,0.1,2.12,,IS
24,UNIP6,Sell,02.02.2024 10:01:30,56.62,100.0,02.02.2024 15:32:00,56.37,5h 30m,25.0,603.0,0.0,25.0,603.0,2500.0,60300.0,0.09,2.21,,IS
6,EMBR3,Sell,05.02.2024 12:00:00,22.6,100.0,05.02.2024 15:30:00,22.39,3h 30m,21.0,624.0,0.0,21.0,624.0,2100.0,62400.0,0.08,2.29,,IS
10,SUZB3,Sell,05.02.2024 10:11:40,50.04,100.0,05.02.2024 15:30:00,50.01,5h 18m,3.0,627.0,0.0,3.0,627.0,300.0,62700.0,0.01,2.3,,IS
26,UNIP6,Sell,05.02.2024 10:12:59,56.28,100.0,05.02.2024 15:30:00,55.79,5h 17m,49.0,676.0,0.0,49.0,676.0,4900.0,67600.0,0.18,2.48,,IS
42,BRAP4,Sell,05.02.2024 10:01:00,21.98,100.0,05.02.2024 15:30:00,21.89,5h 29m,9.0,685.0,0.0,9.0,685.0,900.0,68500.0,0.03,2.51,,IS
44,BRKM5,Sell,05.02.2024 10:03:00,17.61,100.0,05.02.2024 15:30:00,17.4,5h 27m,21.0,706.0,0.0,21.0,706.0,2100.0,70600.0,0.08,2.59,,IS
2,BBAS3,Sell,06.02.2024 10:03:40,26.0,100.0,06.02.2024 12:19:40,26.25,2h 16m,-25.0,681.0,0.0,-25.0,681.0,-2500.0,68100.0,-0.09,2.5,sl 26.25,IS
4,BBAS3,Sell,06.02.2024 12:19:40,26.27,100.0,06.02.2024 15:30:00,26.24,3h 10m,3.0,684.0,0.0,3.0,684.0,300.0,68400.0,0.01,2.51,,IS
10,PETR4,Buy,06.02.2024 12:25:20,32.88,100.0,06.02.2024 15:30:00,32.72,3h 4m,-16.0,668.0,0.0,-16.0,668.0,-1600.0,66800.0,-0.06,2.45,,IS
44,BRAP4,Sell,06.02.2024 10:03:01,21.96,100.0,06.02.2024 15:30:00,22.25,5h 26m,-29.0,639.0,0.0,-29.0,639.0,-2900.0,63900.0,-0.1,2.34,,IS
46,BRKM5,Sell,06.02.2024 10:02:00,17.63,100.0,06.02.2024 15:30:00,17.81,5h 28m,-18.0,621.0,0.0,-18.0,621.0,-1800.0,62100.0,-0.07,2.28,,IS
2,ITUB4,Buy,07.02.2024 10:04:40,27.82,100.0,07.02.2024 10:21:40,28.32,17m 0s,50.0,671.0,0.0,50.0,671.0,5000.0,67100.0,0.18,2.46,tp 28.32,IS
2,ITSA4,Buy,07.02.2024 10:05:00,8.74,100.0,07.02.2024 15:30:00,8.7,5h 25m,-4.0,667.0,0.0,-4.0,667.0,-400.0,66700.0,-0.01,2.45,,IS
4,ITUB4,Buy,07.02.2024 11:21:40,27.82,100.0,07.02.2024 15:30:00,27.9,4h 8m,8.0,675.0,0.0,8.0,675.0,800.0,67500.0,0.03,2.48,,IS
6,BBAS3,Sell,07.02.2024 10:03:00,26.45,100.0,07.02.2024 15:30:00,26.16,5h 27m,29.0,704.0,0.0,29.0,704.0,2900.0,70400.0,0.1,2.58,,IS
14,VALE3,Sell,07.02.2024 10:03:40,59.3,100.0,07.02.2024 15:30:00,59.29,5h 26m,1.0,705.0,0.0,1.0,705.0,100.0,70500.0,0.0,2.58,,IS
48,BRKM5,Sell,07.02.2024 10:03:00,17.79,100.0,07.02.2024 15:30:00,17.62,5h 27m,17.0,722.0,0.0,17.0,722.0,1700.0,72200.0,0.06,2.65,,IS
46,BRAP4,Sell,07.02.2024 10:03:00,22.34,100.0,07.02.2024 15:30:01,22.5,5h 27m,-16.0,706.0,0.0,-16.0,706.0,-1600.0,70600.0,-0.06,2.59,,IS
16,VALE3,Sell,08.02.2024 10:03:00,59.85,100.0,08.02.2024 11:46:40,58.9,1h 43m,95.0,801.0,0.0,95.0,801.0,9500.0,80100.0,0.34,2.93,tp 58.90,IS
4,ITSA4,Buy,08.02.2024 10:01:00,8.77,100.0,08.02.2024 15:30:00,8.63,5h 29m,-14.0,787.0,0.0,-14.0,787.0,-1400.0,78700.0,-0.05,2.88,,IS
6,ITUB4,Buy,08.02.2024 12:12:40,27.95,100.0,08.02.2024 15:30:00,27.69,3h 17m,-26.0,761.0,0.0,-26.0,761.0,-2600.0,76100.0,-0.09,2.79,,IS
8,BBAS3,Sell,08.02.2024 10:01:00,26.4,100.0,08.02.2024 15:30:00,25.93,5h 29m,47.0,808.0,0.0,47.0,808.0,4700.0,80800.0,0.17,2.96,,IS
18,VALE3,Sell,08.02.2024 12:32:20,59.07,100.0,08.02.2024 15:30:00,58.94,2h 57m,13.0,821.0,0.0,13.0,821.0,1300.0,82100.0,0.05,3.0,,IS
48,BRAP4,Sell,08.02.2024 10:03:00,22.51,100.0,08.02.2024 15:30:00,22.21,5h 27m,30.0,851.0,0.0,30.0,851.0,3000.0,85100.0,0.11,3.11,,IS
50,BRKM5,Sell,08.02.2024 10:03:00,17.51,100.0,08.02.2024 15:30:00,17.58,5h 27m,-7.0,844.0,0.0,-7.0,844.0,-700.0,84400.0,-0.03,3.09,,IS
6,GGBR4,Buy,08.02.2024 11:35:40,17.07,100.0,08.02.2024 15:30:01,16.86,3h 54m,-21.0,823.0,0.0,-21.0,823.0,-2100.0,82300.0,-0.08,3.01,,IS
12,PETR4,Buy,08.02.2024 10:03:00,32.94,100.0,08.02.2024 15:30:01,32.69,5h 27m,-25.0,798.0,0.0,-25.0,798.0,-2500.0,79800.0,-0.09,2.92,,IS
20,VALE3,Sell,09.02.2024 10:11:40,58.8,100.0,09.02.2024 15:30:00,58.38,5h 18m,42.0,840.0,0.0,42.0,840.0,4200.0,84000.0,0.15,3.07,,IS
50,BRAP4,Sell,09.02.2024 10:03:00,22.18,100.0,09.02.2024 15:30:00,22.04,5h 27m,14.0,854.0,0.0,14.0,854.0,1400.0,85400.0,0.05,3.12,,IS
52,BRKM5,Sell,09.02.2024 10:01:00,17.51,100.0,09.02.2024 15:30:00,17.68,5h 29m,-17.0,837.0,0.0,-17.0,837.0,-1700.0,83700.0,-0.06,3.06,,IS
22,VALE3,Sell,14.02.2024 13:03:40,58.66,100.0,14.02.2024 15:30:00,58.36,2h 26m,30.0,867.0,0.0,30.0,867.0,3000.0,86700.0,0.11,3.17,,IS
52,BRAP4,Sell,14.02.2024 13:07:00,21.97,100.0,14.02.2024 15:30:00,21.99,2h 23m,-2.0,865.0,0.0,-2.0,865.0,-200.0,86500.0,-0.01,3.16,,IS
54,BRKM5,Sell,14.02.2024 13:01:00,17.33,100.0,14.02.2024 15:30:00,17.15,2h 29m,18.0,883.0,0.0,18.0,883.0,1800.0,88300.0,0.06,3.23,,IS
56,BRKM5,Sell,15.02.2024 10:03:00,17.26,100.0,15.02.2024 10:07:20,17.76,4m 20s,-50.0,833.0,0.0,-50.0,833.0,-5000.0,83300.0,-0.18,3.05,sl 17.76,IS
24,VALE3,Sell,15.02.2024 10:04:20,58.42,100.0,15.02.2024 15:30:00,58.17,5h 25m,25.0,858.0,0.0,25.0,858.0,2500.0,85800.0,0.09,3.14,,IS
54,BRAP4,Sell,15.02.2024 10:07:00,21.87,100.0,15.02.2024 15:30:00,21.84,5h 23m,3.0,861.0,0.0,3.0,861.0,300.0,86100.0,0.01,3.15,,IS
58,BRKM5,Sell,15.02.2024 10:07:20,17.78,100.0,15.02.2024 15:30:00,17.62,5h 22m,16.0,877.0,0.0,16.0,877.0,1600.0,87700.0,0.06,3.2,,IS
28,UNIP6,Sell,15.02.2024 10:02:00,53.63,100.0,15.02.2024 15:33:30,54.49,5h 31m,-86.0,791.0,0.0,-86.0,791.0,-8600.0,79100.0,-0.31,2.9,,IS
60,BRKM5,Sell,16.02.2024 10:03:00,17.55,100.0,16.02.2024 10:12:40,18.05,9m 40s,-50.0,741.0,0.0,-50.0,741.0,-5000.0,74100.0,-0.18,2.72,sl 18.05,IS
62,BRKM5,Sell,16.02.2024 10:12:40,18.09,100.0,16.02.2024 10:20:40,18.59,8m 0s,-50.0,691.0,0.0,-50.0,691.0,-5000.0,69100.0,-0.18,2.54,sl 18.59,IS
26,VALE3,Sell,16.02.2024 10:07:00,58.97,100.0,16.02.2024 11:49:40,59.47,1h 42m,-50.0,641.0,0.0,-50.0,641.0,-5000.0,64100.0,-0.18,2.35,sl 59.47,IS
28,VALE3,Sell,16.02.2024 11:49:40,59.49,100.0,16.02.2024 12:13:40,59.99,24m 0s,-50.0,591.0,0.0,-50.0,591.0,-5000.0,59100.0,-0.18,2.17,sl 59.99,IS
64,BRKM5,Sell,16.02.2024 10:21:40,18.55,100.0,16.02.2024 13:18:40,19.05,2h 57m,-50.0,541.0,0.0,-50.0,541.0,-5000.0,54100.0,-0.18,1.99,sl 19.05,IS
6,WEGE3,Buy,16.02.2024 10:42:40,32.42,100.0,16.02.2024 15:30:00,32.59,4h 47m,17.0,558.0,0.0,17.0,558.0,1700.0,55800.0,0.06,2.05,,IS
30,VALE3,Sell,16.02.2024 12:13:40,59.99,100.0,16.02.2024 15:30:00,60.17,3h 16m,-18.0,540.0,0.0,-18.0,540.0,-1800.0,54000.0,-0.07,1.99,,IS
56,BRAP4,Sell,16.02.2024 10:07:00,22.14,100.0,16.02.2024 15:30:01,22.36,5h 23m,-22.0,518.0,0.0,-22.0,518.0,-2200.0,51800.0,-0.08,1.91,,IS
8,WEGE3,Buy,19.02.2024 10:00:00,32.53,100.0,19.02.2024 15:30:00,32.61,5h 30m,8.0,526.0,0.0,8.0,526.0,800.0,52600.0,0.03,1.94,,IS
58,BRAP4,Sell,19.02.2024 10:03:00,22.17,100.0,19.02.2024 15:30:00,22.1,5h 27m,7.0,533.0,0.0,7.0,533.0,700.0,53300.0,0.03,1.96,,IS
60,BRAP4,Sell,20.02.2024 10:02:00,21.9,100.0,20.02.2024 15:30:00,21.56,5h 28m,34.0,567.0,0.0,34.0,567.0,3400.0,56700.0,0.12,2.09,,IS
4,WEGE3,Sell,21.02.2024 10:08:00,34.99,100.0,21.02.2024 10:10:40,35.19,2m 40s,-20.0,547.0,0.0,-20.0,547.0,-2000.0,54700.0,-0.07,2.01,sl 35.19,IS
6,WEGE3,Sell,21.02.2024 10:10:40,35.26,100.0,21.02.2024 10:15:40,35.46,5m 0s,-20.0,527.0,0.0,-20.0,527.0,-2000.0,52700.0,-0.07,1.94,sl 35.46,IS
6,ITSA4,Buy,21.02.2024 10:03:00,9.1,100.0,21.02.2024 15:30:00,8.99,5h 27m,-11.0,516.0,0.0,-11.0,516.0,-1100.0,51600.0,-0.04,1.9,,IS
8,WEGE3,Sell,21.02.2024 10:15:40,35.48,100.0,21.02.2024 15:30:00,35.51,5h 14m,-3.0,513.0,0.0,-3.0,513.0,-300.0,51300.0,-0.01,1.89,,IS
62,BRAP4,Sell,21.02.2024 10:03:00,21.77,100.0,21.02.2024 15:30:00,21.46,5h 27m,31.0,544.0,0.0,31.0,544.0,3100.0,54400.0,0.11,2.0,,IS
30,UNIP6,Sell,21.02.2024 10:03:20,55.58,100.0,21.02.2024 15:32:00,54.83,5h 28m,75.0,619.0,0.0,75.0,619.0,7500.0,61900.0,0.27,2.28,,IS
2,RENT3,Sell,22.02.2024 10:24:20,51.92,100.0,22.02.2024 15:30:00,51.46,5h 5m,46.0,665.0,0.0,46.0,665.0,4600.0,66500.0,0.17,2.44,,IS
8,GGBR4,Buy,22.02.2024 10:53:20,17.12,100.0,22.02.2024 15:30:00,17.15,4h 36m,3.0,668.0,0.0,3.0,668.0,300.0,66800.0,0.01,2.45,,IS
64,BRAP4,Sell,22.02.2024 10:07:00,21.71,100.0,22.02.2024 15:30:00,21.85,5h 23m,-14.0,654.0,0.0,-14.0,654.0,-1400.0,65400.0,-0.05,2.4,,IS
32,UNIP6,Sell,22.02.2024 10:31:01,54.98,100.0,22.02.2024 15:30:01,55.47,4h 59m,-49.0,605.0,0.0,-49.0,605.0,-4900.0,60500.0,-0.18,2.23,,IS
4,RENT3,Sell,23.02.2024 10:03:00,51.44,100.0,23.02.2024 11:38:40,50.34,1h 35m,110.0,715.0,0.0,110.0,715.0,11000.0,71500.0,0.4,2.62,tp 50.34,IS
66,BRAP4,Sell,23.02.2024 13:06:40,21.92,100.0,23.02.2024 15:30:00,21.88,2h 23m,4.0,719.0,0.0,4.0,719.0,400.0,71900.0,0.01,2.64,,IS
68,BRAP4,Sell,26.02.2024 10:03:00,21.65,100.0,26.02.2024 15:30:00,21.28,5h 27m,37.0,756.0,0.0,37.0,756.0,3700.0,75600.0,0.13,2.77,,IS
34,UNIP6,Sell,26.02.2024 11:00:30,54.51,100.0,26.02.2024 15:31:30,54.39,4h 31m,12.0,768.0,0.0,12.0,768.0,1200.0,76800.0,0.04,2.82,,IS
70,BRAP4,Sell,27.02.2024 10:07:00,21.65,100.0,27.02.2024 15:30:00,21.67,5h 23m,-2.0,766.0,0.0,-2.0,766.0,-200.0,76600.0,-0.01,2.81,,IS
36,UNIP6,Sell,27.02.2024 11:00:00,54.94,100.0,27.02.2024 15:31:30,54.66,4h 31m,28.0,794.0,0.0,28.0,794.0,2800.0,79400.0,0.1,2.91,,IS
72,BRAP4,Sell,28.02.2024 10:03:00,21.51,100.0,28.02.2024 15:30:00,21.31,5h 27m,20.0,814.0,0.0,20.0,814.0,2000.0,81400.0,0.07,2.98,,IS
6,CSAN3,Sell,29.02.2024 10:03:20,16.83,100.0,29.02.2024 15:29:40,16.48,5h 26m,35.0,849.0,0.0,35.0,849.0,3500.0,84900.0,0.13,3.11,tp 16.48,IS
8,CSAN3,Sell,29.02.2024 15:29:40,16.48,100.0,29.02.2024 15:30:00,16.49,20s,-1.0,848.0,0.0,-1.0,848.0,-100.0,84800.0,-0.0,3.1,,IS
74,BRAP4,Sell,29.02.2024 10:03:00,21.33,100.0,29.02.2024 15:30:00,21.29,5h 27m,4.0,852.0,0.0,4.0,852.0,400.0,85200.0,0.01,3.12,,IS
10,CSAN3,Sell,01.03.2024 10:01:00,16.5,100.0,01.03.2024 15:30:00,16.29,5h 29m,21.0,873.0,0.0,21.0,873.0,2100.0,87300.0,0.08,3.19,,IS
38,UNIP6,Sell,01.03.2024 11:08:00,54.19,100.0,01.03.2024 15:30:00,53.67,4h 22m,52.0,925.0,0.0,52.0,925.0,5200.0,92500.0,0.19,3.38,,IS
76,BRAP4,Sell,01.03.2024 10:03:00,21.24,100.0,01.03.2024 15:30:00,20.77,5h 27m,47.0,972.0,0.0,47.0,972.0,4700.0,97200.0,0.17,3.55,,IS
2,SUZB3,Sell,04.03.2024 14:23:40,56.61,100.0,04.03.2024 15:30:00,56.47,1h 6m,14.0,986.0,0.0,14.0,986.0,1400.0,98600.0,0.05,3.6,,IS
10,CMIG4,Buy,04.03.2024 11:19:40,7.62,100.0,04.03.2024 15:30:00,7.61,4h 10m,-1.0,985.0,0.0,-1.0,985.0,-100.0,98500.0,-0.0,3.59,,IS
12,CSAN3,Sell,04.03.2024 10:03:00,16.22,100.0,04.03.2024 15:30:00,16.14,5h 27m,8.0,993.0,0.0,8.0,993.0,800.0,99300.0,0.03,3.62,,IS
40,UNIP6,Sell,04.03.2024 10:01:00,54.24,100.0,04.03.2024 15:30:00,53.97,5h 29m,27.0,1020.0,0.0,27.0,1020.0,2700.0,102000.0,0.1,3.72,,IS
78,BRAP4,Sell,04.03.2024 10:03:00,20.84,100.0,04.03.2024 15:30:00,20.74,5h 27m,10.0,1030.0,0.0,10.0,1030.0,1000.0,103000.0,0.04,3.76,,IS
4,SUZB3,Sell,05.03.2024 10:03:01,56.88,100.0,05.03.2024 15:30:00,57.13,5h 26m,-25.0,1005.0,0.0,-25.0,1005.0,-2500.0,100500.0,-0.09,3.67,,IS
10,GGBR4,Buy,05.03.2024 10:08:20,17.16,100.0,05.03.2024 15:30:00,17.3,5h 21m,14.0,1019.0,0.0,14.0,1019.0,1400.0,101900.0,0.05,3.72,,IS
14,CSAN3,Sell,05.03.2024 10:03:00,15.99,100.0,05.03.2024 15:30:00,15.8,5h 27m,19.0,1038.0,0.0,19.0,1038.0,1900.0,103800.0,0.07,3.78,,IS
80,BRAP4,Sell,05.03.2024 10:03:00,20.59,100.0,05.03.2024 15:30:00,20.77,5h 27m,-18.0,1020.0,0.0,-18.0,1020.0,-1800.0,102000.0,-0.06,3.72,,IS
42,UNIP6,Sell,05.03.2024 15:00:01,53.79,100.0,05.03.2024 15:30:30,53.85,30m 29s,-6.0,1014.0,0.0,-6.0,1014.0,-600.0,101400.0,-0.02,3.7,,IS
6,SUZB3,Sell,06.03.2024 10:01:00,56.98,100.0,06.03.2024 15:30:00,56.78,5h 29m,20.0,1034.0,0.0,20.0,1034.0,2000.0,103400.0,0.07,3.77,,IS
16,CSAN3,Sell,06.03.2024 10:03:00,15.84,100.0,06.03.2024 15:30:00,15.81,5h 27m,3.0,1037.0,0.0,3.0,1037.0,300.0,103700.0,0.01,3.78,,IS
44,UNIP6,Sell,06.03.2024 15:01:30,54.13,100.0,06.03.2024 15:30:00,54.37,28m 30s,-24.0,1013.0,0.0,-24.0,1013.0,-2400.0,101300.0,-0.09,3.69,,IS
82,BRAP4,Sell,06.03.2024 10:03:00,20.91,100.0,06.03.2024 15:30:00,20.56,5h 27m,35.0,1048.0,0.0,35.0,1048.0,3500.0,104800.0,0.12,3.82,,IS
8,SUZB3,Sell,07.03.2024 10:08:40,56.72,100.0,07.03.2024 15:30:00,57.02,5h 21m,-30.0,1018.0,0.0,-30.0,1018.0,-3000.0,101800.0,-0.11,3.71,,IS
10,WEGE3,Buy,07.03.2024 10:03:00,36.41,100.0,07.03.2024 15:30:00,36.05,5h 27m,-36.0,982.0,0.0,-36.0,982.0,-3600.0,98200.0,-0.13,3.58,,IS
18,CSAN3,Sell,07.03.2024 10:02:00,15.72,100.0,07.03.2024 15:30:00,15.59,5h 28m,13.0,995.0,0.0,13.0,995.0,1300.0,99500.0,0.05,3.63,,IS
46,UNIP6,Sell,07.03.2024 10:00:59,54.07,100.0,07.03.2024 15:30:00,53.59,5h 29m,48.0,1043.0,0.0,48.0,1043.0,4800.0,104300.0,0.17,3.8,,IS
84,BRAP4,Sell,07.03.2024 10:03:00,20.66,100.0,07.03.2024 15:30:00,20.69,5h 27m,-3.0,1040.0,0.0,-3.0,1040.0,-300.0,104000.0,-0.01,3.79,,IS
14,PETR4,Buy,08.03.2024 10:16:00,27.96,100.0,08.03.2024 11:11:40,28.36,55m 40s,40.0,1080.0,0.0,40.0,1080.0,4000.0,108000.0,0.14,3.93,tp 28.36,IS
16,PETR4,Buy,08.03.2024 11:11:40,28.45,100.0,08.03.2024 14:34:20,28.85,3h 22m,40.0,1120.0,0.0,40.0,1120.0,4000.0,112000.0,0.14,4.08,tp 28.85,IS
10,SUZB3,Sell,08.03.2024 10:01:00,57.11,100.0,08.03.2024 15:30:00,57.06,5h 29m,5.0,1125.0,0.0,5.0,1125.0,500.0,112500.0,0.02,4.09,,IS
18,PETR4,Buy,08.03.2024 14:34:20,28.86,100.0,08.03.2024 15:30:00,28.74,55m 40s,-12.0,1113.0,0.0,-12.0,1113.0,-1200.0,111300.0,-0.04,4.05,,IS
20,CSAN3,Sell,08.03.2024 10:03:00,15.49,100.0,08.03.2024 15:30:00,15.86,5h 27m,-37.0,1076.0,0.0,-37.0,1076.0,-3700.0,107600.0,-0.13,3.92,,IS
86,BRAP4,Sell,08.03.2024 10:01:00,20.65,100.0,08.03.2024 15:30:00,20.63,5h 29m,2.0,1078.0,0.0,2.0,1078.0,200.0,107800.0,0.01,3.93,,IS
88,BRAP4,Sell,11.03.2024 10:03:00,20.3,100.0,11.03.2024 10:41:59,20.04,38m 59s,26.0,1104.0,0.0,26.0,1104.0,2600.0,110400.0,0.09,4.02,end of test,IS
20,PETR4,Buy,11.03.2024 10:03:00,27.78,100.0,11.03.2024 10:49:40,28.18,46m 40s,40.0,1144.0,0.0,40.0,1144.0,4000.0,114400.0,0.14,4.16,tp 28.18,IS
22,PETR4,Buy,11.03.2024 10:49:40,28.19,100.0,11.03.2024 11:30:40,28.59,41m 0s,40.0,1184.0,0.0,40.0,1184.0,4000.0,118400.0,0.14,4.3,tp 28.59,IS
